FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,service,source_file,terrain,operateur,lon,lat,region_key,commune_key,nom
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51fe,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.0928166666666668,6.174255,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ff,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1759673746177133,6.195817507917811,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5200,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1952233333333333,6.1928399999999995,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5201,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1889481127497876,6.195906026219254,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5202,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.20296,6.134166666666666,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5203,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.202785134389099,6.134165906019588,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5204,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.169446801587307,6.1858454893227,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5205,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1758683333333333,6.195716666666668,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5206,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1143266666666667,6.193714999999999,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5207,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.198665,6.172479999999999,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5208,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1762450000000002,6.242686666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5209,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.0973015158506236,6.1773325334498885,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_520a,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1815863024923767,6.220366075136431,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_520b,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1987983333333332,6.172473333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_520c,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1696071894177857,6.186026652147721,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_520d,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1571811078098952,6.227208283820903,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_520e,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1888033333333332,6.196653333333334,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_520f,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1750833333333333,6.19569,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5210,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.0986733333333334,6.179478333333333,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5211,Maritime,Golfe,Golfe 1,Bè-Est,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2441592578756497,6.135435335055368,MARITIME,GOLFE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5212,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1980733333333333,6.241841666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5213,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1144533333333333,6.192285,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5214,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.17558,6.241643333333333,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5215,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.177498334352222,6.179385021607897,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5216,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.0981349999999999,6.179608333333334,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5217,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.1986833333333333,6.172370000000001,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5218,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1808741264309186,6.2209875999345545,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5219,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2131733333333334,6.12461,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_521a,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.17004,6.186275,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_521b,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1746266666666667,6.197086666666666,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_521c,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1991800000000001,6.170075000000001,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_521d,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1579407172104104,6.22459719083435,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_521e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1675133333333332,6.169790000000001,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_521f,Maritime,Golfe,Golfe 1,Bè-Est,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2440253870054834,6.135748673186376,MARITIME,GOLFE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5220,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.181035,6.219948333333334,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5221,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2031352255502754,6.132370319229209,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5222,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1574888268679429,6.223755262406486,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5223,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1887597860849346,6.197967328767251,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5224,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2144696465276612,6.1613178351680356,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5225,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2192749999999999,6.150758333333332,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5226,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1969683333333334,6.242175,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5227,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1743199999999998,6.198085,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5228,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1706514916359065,6.186149188825292,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5229,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.158005,6.223318333333333,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_522a,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1779048216975327,6.179279577455151,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_522b,Maritime,Golfe,Golfe 1,Bè-Est,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2438233333333333,6.135686160947297,MARITIME,GOLFE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_522c,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.18866628645147,6.198917305530411,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_522d,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1964816666666667,6.242331666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_522e,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.17185,6.186163333333334,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_522f,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1713028836607473,6.186804256178656,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5230,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.178549499589489,6.221300950274913,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5231,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1953017321959847,6.2388838545700835,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5232,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.176845,6.198786666666666,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5233,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1979862170656872,6.241501389500514,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5234,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2035800616383197,6.129762181328743,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5235,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1794594901007833,6.17760364197789,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5236,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1715609857327476,6.186876220936681,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5237,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1145633333333334,6.190691666666667,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5238,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.197578010190298,6.241470486854507,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5239,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.17172,6.187071666666666,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_523a,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1784733333333333,6.221006666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_523b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1743666666666668,6.240168333333334,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_523c,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1750933333333333,6.199044999999999,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_523d,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.18039,6.178095,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_523e,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2036916666666668,6.129593333333334,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_523f,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1884033333333333,6.200338333333334,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5240,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.178324428102273,6.221454496447083,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5241,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.17194299032641,6.187184354757771,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5242,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.20465086027224,6.133488231612656,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5243,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.204142247432452,6.133843837124667,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5244,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.172549088046608,6.187483816910472,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5245,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1741066666666666,6.240101666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5246,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1883362494766498,6.2007466362302734,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5247,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1799678667911422,6.17827418533083,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5248,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1983166666666667,6.171928333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5249,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1781984093126894,6.2215802087049825,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_524a,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1598570449130228,6.22300094300118,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_524b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1131266666666666,6.192466666666666,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_524c,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1732533333333333,6.187758333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_524d,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1973683333333334,6.241196666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_524e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1722433333333333,6.242396666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_524f,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.197140761682852,6.240703642325639,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5250,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1775821783075286,6.222699687469436,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5251,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.187621746021957,6.20303454378534,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5252,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2037170756816251,6.128945328088595,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5253,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1875399999999998,6.203083333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5254,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2159241584949576,6.122557180595143,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5255,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1128866666666668,6.193476666666667,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5256,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1603942503098748,6.218263381391025,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5257,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.173576166370351,6.186674652988991,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5258,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1736283333333333,6.245385000000001,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5259,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1774460210356534,6.2222402087340205,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_525a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1130600000000002,6.193538333333334,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_525b,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.189305,6.194898333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_525c,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1870515236435701,6.204357802373135,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_525d,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1772897925629175,6.181382765863515,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_525e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1779087667487684,6.221375991896017,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_525f,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1600150183302136,6.216893065532654,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5260,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1744233333333334,6.187086666666667,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_5261,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1747151639416478,6.186783431033912,MARITIME,GOLFE5,Mobile Money
